AGE,ID_CLIENT,CIBLE,YEARS_EMPLOYED,TOTAL_CREDIT,REMB_MENSUEL,CNT_FAM_MEMBERS,MONTANT_PRIX_BIENS,REVENU_TOTAL,SOURCE_EXTERNE_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,TYPE_CONTRAT_Revolving loans,STATUT_FAMILIAL_Married,STATUT_FAMILIAL_Separated,STATUT_FAMILIAL_Single / not married,STATUT_FAMILIAL_Widow,PROPRIETAIRE_BIEN_IMMO_Y,TYPE_REVENUS_Maternity leave,TYPE_REVENUS_Pensioner,TYPE_REVENUS_State servant,TYPE_REVENUS_Unemployed,TYPE_REVENUS_Working,GENRE_M,NIVEAU_EDUCATION_Higher education,NIVEAU_EDUCATION_Incomplete higher,NIVEAU_EDUCATION_Lower secondary,NIVEAU_EDUCATION_Secondary / secondary special,PROPRIETAIRE_VOITURE_Y,nbr_membre
47,245436,0,5,1451047.5,55399.5,2.0,1354500.0,450000.0,0.6770785680725795,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
42,227602,0,5,644427.0,27432.0,2.0,576000.0,189000.0,0.7405945568357606,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
33,320945,0,5,450000.0,21109.5,1.0,450000.0,112500.0,0.3009611032898293,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0
26,383501,0,5,497520.0,36054.0,1.0,450000.0,180000.0,0.5408521943866819,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
66,147525,0,-1000,254700.0,14751.0,2.0,225000.0,112500.0,0.2664642063205574,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
68,455667,0,-1000,152820.0,15241.5,2.0,135000.0,90000.0,0.3573422337147276,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
44,440762,0,5,431730.0,44235.0,2.0,405000.0,337500.0,0.6790595680899584,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
61,451475,0,11,609183.0,16069.5,1.0,508500.0,360000.0,0.7116344651806513,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49,373175,0,2,163008.0,16006.5,2.0,144000.0,135000.0,0.7847754248117834,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
55,370196,0,13,522000.0,15390.0,2.0,522000.0,130500.0,0.4983071523685583,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
37,112515,1,18,922500.0,29758.5,2.0,922500.0,157500.0,0.4113252375547425,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
57,314792,0,-1000,688090.5,37458.0,2.0,594000.0,162000.0,0.6956776608286079,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
31,192864,0,2,180000.0,12177.0,4.0,180000.0,90000.0,0.3907693772970421,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
57,297430,0,-1000,143910.0,14364.0,2.0,135000.0,90000.0,0.5862936298425131,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
52,124414,0,3,454500.0,44275.5,2.0,454500.0,405000.0,0.303548312931289,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
48,171562,0,3,576837.0,22482.0,2.0,481500.0,135000.0,0.4137047209631329,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
26,311575,0,4,281493.0,22698.0,1.0,243000.0,135000.0,0.6572813402382002,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
43,421397,0,14,675000.0,32472.0,2.0,675000.0,135000.0,0.7492819182980709,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
58,371294,0,33,972441.0,92461.5,1.0,945000.0,337500.0,0.7234401834941876,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
50,373795,0,7,373500.0,18297.0,2.0,373500.0,67500.0,0.2621610698071348,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
55,162247,0,-1000,247500.0,12375.0,1.0,247500.0,108000.0,0.5589115922826918,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
33,172565,0,1,1451047.5,59229.0,3.0,1354500.0,270000.0,0.7226914089076681,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2
36,388875,0,12,254700.0,20250.0,2.0,225000.0,81000.0,0.5252320227055891,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
41,238518,0,1,270000.0,13500.0,4.0,270000.0,90000.0,0.6326780804019142,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
56,177409,0,-1000,1575000.0,49585.5,2.0,1575000.0,180000.0,0.4835906911549514,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
48,349082,0,14,454500.0,20020.5,1.0,454500.0,90000.0,0.5997297353952128,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
64,206872,0,-1000,143910.0,14364.0,1.0,135000.0,112500.0,0.4494370506711652,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
56,401277,0,-1000,900000.0,45000.0,2.0,900000.0,162000.0,0.7994059106463707,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
29,232422,0,11,450000.0,20979.0,4.0,450000.0,202500.0,0.5414169033553953,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
30,452099,0,3,640080.0,29970.0,3.0,450000.0,135000.0,0.7054342440148313,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
53,343022,0,-1000,679500.0,22455.0,1.0,679500.0,135000.0,0.5833468283708825,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48,405549,0,6,292500.0,14625.0,4.0,292500.0,270000.0,0.690004935326312,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
60,316606,0,3,280170.0,27841.5,1.0,247500.0,135000.0,0.5908475939620195,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40,116530,0,9,728460.0,40675.5,3.0,675000.0,135000.0,0.5395757850576954,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
52,255865,0,3,436032.0,16564.5,2.0,360000.0,144000.0,0.7296225310145278,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
26,433881,0,6,373941.0,29065.5,1.0,346500.0,225000.0,0.6694882105983296,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
23,409752,1,1,274500.0,15021.0,3.0,274500.0,67500.0,0.1246283430689616,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
31,269790,0,2,225000.0,14764.5,3.0,225000.0,90000.0,0.6850392997744271,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2
28,410193,0,1,2156400.0,57015.0,2.0,1800000.0,270000.0,0.7556075021407598,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
38,363426,1,1,364896.0,19795.5,4.0,315000.0,90000.0,0.2396457443444229,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
44,401977,0,2,161730.0,12645.0,3.0,135000.0,90000.0,0.5022323621033337,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2
57,377341,0,-1000,454500.0,19255.5,2.0,454500.0,90000.0,0.1631870354642708,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
40,332011,0,0,521280.0,35392.5,4.0,450000.0,180000.0,0.7141141330343463,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2
37,360906,0,8,1270746.0,40027.5,3.0,1138500.0,135000.0,0.6603779288342263,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
21,169522,0,1,180000.0,9000.0,2.0,180000.0,108000.0,0.2995597921772738,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
48,320599,0,26,584766.0,28260.0,2.0,472500.0,135000.0,0.6944355094254583,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
37,155557,0,2,180000.0,19098.0,2.0,180000.0,157500.0,0.3337748212225281,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
38,188996,0,18,382500.0,19125.0,1.0,382500.0,166500.0,0.5779530073485126,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
37,277682,0,3,135000.0,6750.0,2.0,135000.0,157500.0,0.6995938444592666,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
59,393770,0,33,135000.0,6750.0,2.0,135000.0,135000.0,0.6621853175970268,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
49,314134,0,4,1044724.5,37525.5,2.0,936000.0,135000.0,0.6421488360099374,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
54,419045,1,-1000,543037.5,31302.0,2.0,463500.0,72000.0,0.5420900710603879,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
36,271709,0,10,219042.0,21469.5,1.0,193500.0,270000.0,0.2821536362602738,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
29,409292,0,1,1237684.5,49216.5,4.0,1138500.0,243000.0,0.6088280688155442,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,2
41,269533,0,12,942300.0,30528.0,1.0,675000.0,135000.0,0.7520649986700163,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
27,299745,0,3,283585.5,22536.0,3.0,256500.0,108000.0,0.4517973617133617,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
47,101985,0,10,881055.0,40954.5,2.0,787500.0,306000.0,0.4519760987737547,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
60,191793,0,-1000,425889.0,21874.5,2.0,355500.0,135000.0,0.5860655369148565,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30,235092,0,6,679500.0,28786.5,2.0,679500.0,99000.0,0.2774036523954766,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
43,433134,0,-1000,814041.0,23800.5,2.0,679500.0,225000.0,0.5068569406977503,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
60,118672,0,5,96786.0,9702.0,1.0,85500.0,128250.0,0.6132509118205056,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
64,303765,0,-1000,916470.0,26797.5,2.0,765000.0,67500.0,0.7048477268303023,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
41,231025,0,16,269550.0,13891.5,4.0,225000.0,180000.0,0.637290325506296,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2
56,346192,0,14,808650.0,26086.5,2.0,675000.0,180000.0,0.7788785322104795,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
30,203386,0,3,157914.0,16713.0,4.0,139500.0,180000.0,0.551297050668879,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2
28,249956,0,2,585000.0,31864.5,4.0,585000.0,202500.0,0.7426226933975743,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
43,160225,0,8,1024740.0,49428.0,1.0,900000.0,202500.0,0.4535202477470193,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,398914,0,-1000,50940.0,3384.0,2.0,45000.0,45000.0,0.1604848531405259,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
63,439635,0,-1000,497520.0,27909.0,2.0,450000.0,90000.0,0.5372171486560433,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
57,366601,0,-1000,532345.5,29853.0,2.0,481500.0,121500.0,0.6764758434616989,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
22,349753,0,2,152820.0,16587.0,1.0,135000.0,72000.0,0.5304257874323078,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
30,144231,0,6,329904.0,24133.5,3.0,261000.0,112500.0,0.3480468026106843,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2
61,105291,0,4,528633.0,22396.5,1.0,472500.0,99000.0,0.6537358268807013,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
56,127690,0,13,215640.0,11137.5,1.0,180000.0,99000.0,0.675105580274653,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
60,317631,1,-1000,343377.0,11097.0,1.0,283500.0,99000.0,0.0655553974162281,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
24,218988,0,4,469152.0,19237.5,1.0,405000.0,157500.0,0.5693425037051986,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
54,147956,0,2,321574.5,12253.5,2.0,265500.0,225000.0,0.5936727916700033,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
53,450860,0,1,630000.0,31500.0,2.0,630000.0,225000.0,0.6755323136504655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
59,396440,0,-1000,271957.5,17712.0,2.0,252000.0,135000.0,0.6815801670439084,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
46,289263,0,8,848070.0,27486.0,1.0,607500.0,189000.0,0.7234883075053888,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
44,208765,0,4,161730.0,13095.0,3.0,135000.0,112500.0,0.7041102098198005,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
42,135519,0,3,640080.0,31261.5,2.0,450000.0,157500.0,0.2498797051185458,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
54,308264,0,16,308133.0,18747.0,2.0,234000.0,90000.0,0.6697301018421121,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
40,352696,0,5,269550.0,16416.0,2.0,225000.0,292500.0,0.2818215706084748,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
57,158496,0,-1000,573408.0,31234.5,1.0,495000.0,157500.0,0.3321429622893262,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
51,108083,0,17,247500.0,12375.0,1.0,247500.0,108000.0,0.3867267300894456,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
42,127784,0,5,135000.0,14305.5,1.0,135000.0,225000.0,0.0942934866140825,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
31,175357,0,1,808650.0,26217.0,4.0,675000.0,292500.0,0.3721255867551672,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
60,404197,0,-1000,468733.5,16834.5,2.0,387000.0,135000.0,0.6772411073895946,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
47,235557,0,2,177768.0,14175.0,2.0,135000.0,171000.0,0.5736426407840481,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
31,265542,0,10,765261.0,32553.0,2.0,684000.0,162000.0,0.4785138234598258,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
31,132763,0,7,981162.0,28818.0,3.0,819000.0,171000.0,0.6984758962395382,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2
52,434835,0,5,125640.0,6174.0,1.0,90000.0,63000.0,0.3641752417861369,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
56,125078,0,-1000,675000.0,24043.5,2.0,675000.0,121500.0,0.4173319950621405,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
37,297094,0,1,808650.0,26217.0,1.0,675000.0,90000.0,0.6814804950082232,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
30,264419,0,3,770292.0,30676.5,3.0,688500.0,135000.0,0.7396566186675155,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
32,358193,0,0,755190.0,35122.5,1.0,675000.0,112500.0,0.6528938361461942,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
35,314232,0,10,379008.0,40347.0,3.0,360000.0,135000.0,0.7623356947645283,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2
48,446881,0,11,1762110.0,48586.5,2.0,1575000.0,202500.0,0.51938870214402,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
35,452139,0,5,628114.5,25348.5,3.0,477000.0,112500.0,0.6412589166768271,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
34,276217,0,1,450000.0,25128.0,2.0,450000.0,247500.0,0.7316452698840658,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
44,160707,0,4,261000.0,11623.5,2.0,261000.0,81000.0,0.3346652821778863,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
39,290584,0,7,270000.0,13500.0,2.0,270000.0,135000.0,0.770435487885792,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
28,399561,0,9,1546020.0,45333.0,4.0,1350000.0,234000.0,0.5542811298274647,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
48,307184,0,6,555273.0,18040.5,2.0,463500.0,202500.0,0.2035228320289013,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
41,208592,0,18,454500.0,25375.5,1.0,454500.0,162000.0,0.2930897022262147,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29,381316,0,7,1125000.0,32895.0,2.0,1125000.0,135000.0,0.6194455185037637,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
37,305429,0,8,288000.0,13554.0,1.0,288000.0,216000.0,0.5124638229042106,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
54,361977,0,3,331632.0,31005.0,1.0,315000.0,93010.5,0.7084198581363365,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
39,217208,0,10,247500.0,12375.0,1.0,247500.0,306000.0,0.7175658671662765,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
26,277216,0,1,315000.0,17217.0,1.0,315000.0,90000.0,0.3119662419908055,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
27,389653,0,4,521280.0,28278.0,1.0,450000.0,292500.0,0.6657518199350144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
46,147351,0,28,291384.0,25056.0,2.0,270000.0,103500.0,0.3321866205257303,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
63,326819,0,-1000,389844.0,21276.0,2.0,315000.0,112500.0,0.3474069821233893,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
54,282017,0,33,270000.0,13500.0,1.0,270000.0,135000.0,0.6222560554121389,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
40,246998,0,1,360000.0,24642.0,4.0,360000.0,126000.0,0.7082391454732696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
59,198453,0,-1000,1255680.0,41629.5,2.0,1125000.0,247500.0,0.3714769339105779,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
46,408821,0,3,314100.0,16573.5,3.0,225000.0,135000.0,0.3418064104194303,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2
30,199752,1,8,526491.0,22261.5,3.0,454500.0,45000.0,0.5518487413752843,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
58,362083,0,-1000,119925.0,11812.5,2.0,112500.0,67500.0,0.7135334106421877,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
48,382759,0,24,180000.0,9000.0,4.0,180000.0,112500.0,0.2755664035543772,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2
41,239823,0,2,271066.5,21861.0,2.0,234000.0,180000.0,0.3573422337147276,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
30,264277,0,6,112500.0,11947.5,4.0,112500.0,81000.0,0.7127236917387901,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
64,203817,0,-1000,1913805.0,52758.0,2.0,1597500.0,166500.0,0.5934248420458674,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
34,304674,0,1,1035000.0,30262.5,4.0,1035000.0,126000.0,0.1674200445784629,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
48,233440,0,22,427500.0,21375.0,3.0,427500.0,180000.0,0.6166993235840449,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2
39,386580,0,1,180000.0,9000.0,3.0,180000.0,67500.0,0.6645390662699461,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2
37,440831,0,3,1288350.0,37800.0,4.0,1125000.0,135000.0,0.6042774694610055,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2
61,182529,0,-1000,981747.0,41724.0,2.0,877500.0,166500.0,0.6061792776636903,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
26,340662,0,2,202500.0,10125.0,1.0,202500.0,112500.0,0.6006375380416973,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
64,104077,0,-1000,1125171.0,44752.5,2.0,1035000.0,360000.0,0.3551857411831766,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
30,296458,0,12,308133.0,13702.5,3.0,234000.0,90000.0,0.3680320997645689,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
38,192925,0,5,867951.0,28129.5,3.0,724500.0,202500.0,0.5259135969588691,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2
42,188436,0,5,312768.0,16375.5,2.0,270000.0,112500.0,0.1674962618053023,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
23,445093,1,1,180000.0,9000.0,2.0,180000.0,135000.0,0.1648872736193668,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
29,136481,0,3,485640.0,39069.0,4.0,450000.0,238500.0,0.2848142360575716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
66,326970,0,-1000,364230.0,23679.0,1.0,337500.0,121500.0,0.6673362938033419,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
56,133434,0,11,956574.0,40527.0,1.0,855000.0,157500.0,0.5002916289677151,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
41,336182,0,4,675000.0,36616.5,3.0,675000.0,135000.0,0.3385277158441146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
53,199435,0,-1000,517500.0,16821.0,2.0,517500.0,67500.0,0.5427196695462408,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
40,244633,0,2,630000.0,20452.5,1.0,630000.0,148500.0,0.5261643921152924,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,446126,0,7,337500.0,26793.0,1.0,337500.0,315000.0,0.3683220528492734,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
64,423218,0,-1000,135000.0,5850.0,2.0,135000.0,67500.0,0.5184006074145391,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
55,327264,0,2,770292.0,37188.0,2.0,688500.0,202500.0,0.4425050406513619,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
53,429920,0,21,573408.0,32148.0,1.0,495000.0,360000.0,0.7072531050239979,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
52,114237,0,5,328405.5,26460.0,2.0,283500.0,135000.0,0.6562066798440113,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
33,265606,0,2,1223010.0,48631.5,3.0,1125000.0,360000.0,0.4420141875925181,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2
33,230922,0,3,900000.0,26446.5,2.0,900000.0,270000.0,0.5621436491865577,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
26,255330,0,2,269550.0,12964.5,1.0,225000.0,126000.0,0.1961490559251183,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0
24,328737,0,4,225000.0,10944.0,1.0,225000.0,180000.0,0.5258263607896939,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
27,313895,0,0,266832.0,21523.5,3.0,238500.0,135000.0,0.6545719113434855,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2
32,233218,1,2,450000.0,21888.0,1.0,450000.0,135000.0,0.5798987013390631,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63,289822,0,-1000,343800.0,12478.5,1.0,225000.0,67500.0,0.5694175665815187,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30,393251,0,4,499221.0,27211.5,3.0,373500.0,135000.0,0.3450261634350868,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
54,296009,0,24,900000.0,45000.0,2.0,900000.0,180000.0,0.7225467648136253,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
62,213866,0,-1000,508495.5,35518.5,1.0,454500.0,90000.0,0.6582215772851484,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23,142394,0,0,215640.0,11290.5,1.0,180000.0,81000.0,0.2374571131888486,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,175873,0,7,1546020.0,44437.5,2.0,1350000.0,270000.0,0.5679479031877822,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
38,326079,0,0,332946.0,16146.0,2.0,238500.0,157500.0,0.5375215847044906,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
